Name,Day,URL,Message,Party,Platform,Month,Year,Month Year,Date,Party colour,West Midlands constituencies,Cladding mention
Andy Slaughter,2017-11-27,https://twitter.com/hammersmithandy/status/935200299173793793,Two art exhibitions are being held in West London to help survivors of #Grenfell. Featuring work by international glass artists and photographers with profits going to families affected by the fire. Please come along and pick up an early Xmas present. https://t.co/ULSrkuU9kz,Labour,Twitter,11,2017,11/2017,2017/11,J) Labour,#N/A,No cladding
Andy Slaughter,2017-11-01,https://twitter.com/hammersmithandy/status/925738895677054982,Just about to speak in Commons debate on product safety and fire risk - learning the lessons from Grenfell and Shepherds Court fires.,Labour,Twitter,11,2017,11/2017,2017/11,J) Labour,#N/A,No cladding
Andy Slaughter,2017-11-01,https://twitter.com/hammersmithandy/status/925719133291012097,Why has the Government not yet identified specific fault with fridge freezer that caused Grenfell? Will be asking in today's debate at 2:30. https://t.co/xjlJYJmkJ0,Labour,Twitter,11,2017,11/2017,2017/11,J) Labour,#N/A,No cladding
Andy Slaughter,2017-12-18,https://twitter.com/hammersmithandy/status/942843044293902337,"My last newsletter of 2017. Lots to report but Brexit, Grenfell and the NHS dominate http://www.andyslaughter.co.uk/when_the_facts_change",Labour,Twitter,12,2017,12/2017,2017/12,J) Labour,#N/A,No cladding
Andy Slaughter,2017-12-18,https://twitter.com/hammersmithandy/status/942816139125690368,I asked the Secretary of State in Grenfell Statement why 'limited combustibility' materials still allowed to be used for cladding and insulation of high-rise buildings. Government not yet willing to say only non-combustible material allowable.,Labour,Twitter,12,2017,12/2017,2017/12,J) Labour,#N/A,Cladding
Andy Slaughter,2017-12-18,https://twitter.com/hammersmithandy/status/942815493081260033,Final statement on Grenfell of 2017. Government challenged by @JohnHealey_MP and @emmadentcoad on why fewer than one in five families made homeless are in permanent new homes and more than half are still in emergency housing.,Labour,Twitter,12,2017,12/2017,2017/12,J) Labour,#N/A,No cladding
Andy Slaughter,2017-12-12,https://twitter.com/hammersmithandy/status/940726367938924545,"I want to say thank you to @GrenfellUnited for the compelling, harrowing, incisive and inspiring speeches from Grenfell survivors in Parliament tonight. They are people who have suffered terribly and who are still being let down. We need to do better.",Labour,Twitter,12,2017,12/2017,2017/12,J) Labour,#N/A,No cladding
Andy Slaughter,2017-12-04,https://twitter.com/hammersmithandy/status/937733239669645316,From 6th - 18th Dec an exhibition is being held in the @MasbroCentre to help raise money for survivors of #Grenfell. Work by international glass artists and photographers with profits going to families affected by the fire. Please come along. https://t.co/AAcgwAWOT5,Labour,Twitter,12,2017,12/2017,2017/12,J) Labour,#N/A,No cladding
Andy Slaughter,2018-03-29,https://www.facebook.com/andy4hammersmith/posts/1419767018135044,Following the fire at Grenfell 160 social housing blocks around the country have been identified as having dangerous cladding. Only 7 have had that cladding removed. This week we also learned that there are still Grenfell families in temporary or emergency accommodation. Today I called for a full House of Commons debate on Grenfell so the Government can be held to account for this failure.,Labour,Facebook,3,2018,03/2018,2018/03,J) Labour,#N/A,Cladding
Andy Slaughter,2018-03-29,https://twitter.com/hammersmithandy/status/979395985947398144,160 social housing blocks around the country have been identified as having dangerous cladding. Only 7 have had that cladding removed. Today I called for a full @HouseofCommons debate on #Grenfell so the Government can be held to account for this failure. https://t.co/INkKgSn1o8,Labour,Twitter,3,2018,03/2018,2018/03,J) Labour,#N/A,Cladding
Andy Slaughter,2018-03-29,https://twitter.com/hammersmithandy/status/979354962164703232,Today I called for a full @HouseofCommons debate on the response to #Grenfell. Too many families still in hotels https://www.theguardian.com/uk-news/2018/mar/29/100-households-around-grenfell-still-in-temporary-accommodation?CMP=twt_gu. Too few high-rise blocks stripped of dangerous cladding https://www.independent.co.uk/news/uk/politics/grenfell-tower-fire-cladding-social-housing-blocks-safe-private-hazardous-materials-a8278166.html,Labour,Twitter,3,2018,03/2018,2018/03,J) Labour,#N/A,Cladding
Andy Slaughter,2018-03-07,https://twitter.com/hammersmithandy/status/971436338489765888,The Gov has shown a lack of responsibility regarding fire safety in tower blocks. Much was promised after Grenfell but tenants and leaseholders have been given no reassurance that the Government is taking a lead on this issue. I spoke about this yesterday: http://bit.ly/2IctuGm,Labour,Twitter,3,2018,03/2018,2018/03,J) Labour,#N/A,No cladding
Andy Slaughter,2018-04-05,https://www.facebook.com/andy4hammersmith/posts/1425790247532721,"Which?, the consumer organisation, has published a comprehensive report into the safety of fridges and freezers being sold in the UK. Nearly half of the products tested are potentially unsafe, and Which? has named 250 products as Don't Buys. Which? is a fantastic organisation that has worked tirelessly to promote fire safety following the fire at Grenfell, but it is very sad that it is having to do this work with little support from the Government.",Labour,Facebook,4,2018,04/2018,2018/04,J) Labour,#N/A,No cladding
Andy Slaughter,2018-05-17,https://twitter.com/hammersmithandy/status/997022065554227200,"Hackitt Review is right to call out the whole system of building regs and fire safety as broken, but we must also completely ban the use of combustible materials on the outside of tall buildings. Nothing less is owed to #Grenfell victims and survivors",Labour,Twitter,5,2018,05/2018,2018/05,J) Labour,#N/A,No cladding
Andy Slaughter,2018-05-01,https://twitter.com/hammersmithandy/status/991380858408919040,Called on the new Secretary of State for Housing to stop using combustible materials for cladding high-rise buildings – is that too much to ask after #Grenfell ? https://t.co/YTcqYVs582,Labour,Twitter,5,2018,05/2018,2018/05,J) Labour,#N/A,Cladding
Angela Crawley,2017-06-20,https://www.facebook.com/AngelaCrawleySNP/posts/788955164597300,,SNP,Facebook,6,2017,06/2017,2017/06,B) SNP,#N/A,No cladding
Angela Crawley,2017-09-05,https://www.facebook.com/AngelaCrawleySNP/posts/828067397352743,"I'm responding to the Government's statement on Grenfell, due to start at 5:40pm. Watch it live here:",SNP,Facebook,9,2017,09/2017,2017/09,B) SNP,#N/A,No cladding
Angela Eagle,2017-06-22,https://twitter.com/angelaeagle/status/877923301498118145,Shocking not surprised:Government-backed 'red tape' group looked at EU fire safety rules on morning of Grenfell fire https://www.theguardian.com/uk-news/2017/jun/22/government-backed-red-tape-group-eu-fire-safety-rules-grenfell-fire?CMP=share_btn_tw,Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Angela Eagle,2017-06-15,https://twitter.com/angelaeagle/status/875328435551428608,Well said Emma 'Unforgivable': local Labour MP vents fury over Grenfell Tower fire https://www.theguardian.com/uk-news/2017/jun/15/unforgivable-local-labour-mp-vents-fury-over-grenfell-tower-fire?CMP=share_btn_tw,Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Angela Eagle,2018-05-22,https://www.facebook.com/angela4labour/posts/10160247094600316,"Yesterday, during an Urgent Question in Parliament about the use of cladding on residential buildings, I asked the Secretary of State for Housing whether he would ensure that there is sufficient enforcement of any new building regulations, in light of concerns raised in a report published by Dame Judith Hackitt. Her report into building safety regulations called for an overhaul of the construction industry to put safety above cutting costs. Her report highlighted concerns about increased privatisation of the building inspection regime leading to safety being compromised and a reduction in expertise within local authorities. This Government’s austerity policies have led to a reduction in the level of building safety inspectors and enforcement of building regulations. It is clear that the self-regulation of competitive industries, such as construction has not worked. It is therefore vital that the Government guarantees that there are adequate resources in place to inspect and enforce...",Labour,Facebook,5,2018,05/2018,2018/05,J) Labour,#N/A,Cladding
Angela Rayner,2017-06-25,https://www.facebook.com/AngelaRaynerMP/posts/1581726391859176,"Tory Ministers in abrupt U-turn over fire safety in schools. I raised this issue last August about removing the need to fit sprinklers in new schools but Tories ignored us all including the London fire commissioner Ron Dobson who said changes could have “potentially devastating consequences”. I am glad the Tories are now looking at this again but it should never have been proposed, we now need to be vigilant and make sure we push for sprinklers to be fitted as a matter of course...https://www.theguardian.com/uk-news/2017/jun/24/government-u-turn-over-fire-safety-controls-for-new-schools",Labour,Facebook,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Angela Rayner,2017-06-23,https://twitter.com/AngelaRayner/status/878177733859098624,Grenfell Tower fire: Tory politician defends motivations behind 'offensive' Hitler tweet. http://www.independent.co.uk/news/uk/politics/grenfell-tower-fire-latest-conservative-politician-offensive-tweet-uproar-theresa-may-hitler-a7802571.html,Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Angela Rayner,2017-06-17,https://twitter.com/AngelaRayner/status/876111424191418369,"What is an inquest, how is it different to a public inquiry, and why are Grenfell fire victims calling for one? http://www.independent.co.uk/news/uk/what-is-an-inquest-different-public-inquiry-grenfell-tower-victims-a7794661.html",Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Angela Rayner,2017-06-16,https://twitter.com/AngelaRayner/status/875785144325558273,Proud of @unitetheunion for both making a donation to Grenfell Red Cross fund and providing legal assistance for residents to pursue justice,Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Angela Rayner,2017-06-16,https://twitter.com/AngelaRayner/status/875691263441416192,"Cladding for Grenfell Tower was cheaper, more flammable option, supplier confirm, truly awful to hear this... https://www.theguardian.com/uk-news/2017/jun/16/manufacturer-of-cladding-on-grenfell-tower-identified-as-omnis-exteriors?CMP=Share_iOSApp_Other",Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,Cladding
Ann Clwyd,2017-06-22,https://twitter.com/AnnClwyd/status/877973391684362242,I am delighted to support the charity single Bridge Over Troubled Water in aid of those affected by the #Grenfell fire @SimonCowell https://t.co/gExlSAvrQC,Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Ann Clwyd,2017-06-16,https://twitter.com/AnnClwyd/status/875737149320122371,It is important the survivors of the terrible tragedy in London this week are rehoused within the locality ASAP @jeremycorbyn #Grenfell https://t.co/ntuFxlDN1B,Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Ann Clwyd,2017-06-16,https://twitter.com/AnnClwyd/status/875736089125953536,My thoughts are with those families affected by the terrible tragedy in London this week. The truth must come out @jeremycorbyn #Grenfell https://t.co/LgL8QtsrtG,Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Ann Clwyd,2017-07-12,https://twitter.com/AnnClwyd/status/885104870650466304,We must never have a repeat of the #Grenfell fire tragedy ever again - at any cost. Thankfully we've no tower blocks in Cynon Valley anymore https://t.co/F2YQZDBLF4,Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Anna Turley,2017-06-14,https://www.facebook.com/Anna4Redcar/posts/1087685548041813,Residents of the Grenfell Tower in West London have lost everything after the fire which started in the early hours of this morning. Six people have been confirmed dead and 20 are in critical care. If you wish to make a donation to help the families affected here is one of the genuine crowdfunding pages:,Labour,Facebook,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Anna Turley,2017-06-20,https://twitter.com/annaturley/status/877267706956926977,Seriously? Theresa May schmoozed Tory donors while Grenfell victims face homelessness http://www.huffingtonpost.co.uk/entry/theresa-may-savoy_uk_59493a8ce4b07499199ed1a6?ncid=engmodushpmg00000004 # via @HuffPostUKPol,Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
